order_item_id,order_id,product_id,quantity,unit_price
211,151,27,3,2011.05
212,333,44,8,4880.86
213,131,30,5,2235.6
214,167,23,1,3554.32
215,190,7,6,4528.17
216,11,41,9,4949.96
217,300,15,9,2013.7
218,93,13,4,1640.05
219,356,43,7,2349.52
220,1,43,6,1586.31
221,404,69,7,2489.78
222,478,36,7,2516.45
223,58,66,1,3101.23
224,425,45,10,3297.52
225,196,43,5,3755.34
226,336,84,2,4304.22
227,199,60,5,2613.46
228,104,63,4,547.98
229,179,24,2,1122.9
230,195,28,3,4001.48
231,199,20,10,4046.54
232,492,59,6,2920.46
233,107,29,8,3502.21
234,406,75,4,4250.22
235,81,100,3,3995.49
236,125,4,6,3100.68
237,328,18,7,4264.08
238,274,25,3,2758.99
239,426,21,5,3171.67
240,252,65,5,2931.06
241,464,96,3,3799.79
242,85,29,4,1759.78
243,367,14,3,720.45
244,394,84,4,3338.58
245,287,99,9,1089.61
246,271,92,1,2568.24
247,83,100,3,1932.76
248,408,56,9,1022.42
249,369,56,6,1621.24
250,198,3,9,2086.38
251,170,21,7,782.08
252,249,84,4,53.62
253,365,4,2,3668.76
254,375,78,7,715.71
255,87,48,7,1651.48
256,183,14,4,527.08
257,450,7,5,399.61
258,388,76,9,2127.59
259,68,69,7,2161.8
260,494,61,10,1939.54
261,209,48,1,2431.84
262,246,76,4,2397.81
263,133,90,1,2771.37
264,435,47,5,825.19
265,271,78,8,3824.04
266,270,7,8,4511.78
267,304,92,7,4138.68
268,337,87,5,3438.52
269,101,58,9,436.63
270,336,84,10,4310.05
271,400,11,10,3942.34
272,67,53,2,1159.65
273,244,74,3,3935.7
274,134,95,5,560.66
275,289,2,9,2847.82
276,378,88,1,4946.0
277,109,56,2,762.88
278,415,9,10,1909.9
279,116,34,2,1242.98
280,491,81,5,508.82
281,332,14,8,1846.43
282,286,4,4,227.99
283,313,73,1,312.59
284,430,32,9,1226.08
285,481,82,6,3797.5
286,311,77,5,1426.37
287,2,67,5,3916.94
288,241,75,9,3888.29
289,181,46,2,4310.42
290,127,60,10,738.85
291,494,71,4,2352.05
292,170,8,3,2157.28
293,342,30,5,853.62
294,197,58,3,2839.47
295,239,96,7,3794.7
296,329,43,3,2036.8
297,393,99,4,946.69
298,351,18,6,4817.17
299,392,29,2,1600.76
300,408,53,10,3982.34
301,73,1,5,2737.21
302,370,86,2,3030.4
303,112,16,8,3474.66
304,324,72,2,690.0
305,218,15,4,3869.58
306,95,55,4,1176.91
307,330,71,1,2052.11
308,120,65,4,4267.15
309,456,91,2,3101.74
310,178,58,1,633.95
311,131,24,3,4861.67
312,91,17,8,950.5
313,80,73,5,4138.49
314,475,50,8,540.41
315,59,80,6,3697.9
316,305,42,2,4197.16
317,475,37,9,712.86
318,364,10,8,2200.98
319,174,58,6,648.59
320,224,66,9,1269.92
321,169,29,3,2547.17
322,115,40,10,2331.74
323,362,69,10,2350.74
324,333,20,1,995.38
325,177,10,7,3435.09
326,295,40,9,615.73
327,156,35,3,4704.05
328,99,94,8,745.03
329,55,14,6,4026.53
330,415,14,1,4085.01
331,107,86,5,1708.62
332,302,47,6,387.82
333,172,10,2,2558.22
334,214,25,7,3037.26
335,377,6,1,2415.86
336,428,23,6,294.07
337,266,29,4,1193.47
338,400,32,7,4455.93
339,130,9,4,3678.43
340,182,85,9,864.48
341,302,26,4,1992.85
342,397,24,8,4270.51
343,108,16,7,2117.65
344,143,1,1,1007.9
345,406,81,1,3370.47
346,66,6,2,2597.7
347,11,51,10,627.27
348,411,86,9,2417.48
349,96,59,3,3716.5
350,333,93,4,3675.83
351,282,85,2,248.19
352,389,53,3,2151.34
353,274,3,7,4257.32
354,470,89,8,4937.48
355,234,6,5,3434.4
356,384,25,8,2400.6
357,42,55,10,855.76
358,456,98,5,4029.88
359,150,100,6,2388.71
360,90,92,6,231.71
361,169,64,10,384.42
362,332,88,7,815.91
363,340,35,1,3648.0
364,166,48,6,2248.74
365,328,26,3,530.35
366,183,64,8,4139.01
367,69,10,7,3658.46
368,140,26,4,2526.86
369,284,74,6,932.38
370,219,14,7,4615.57
371,89,74,8,3853.2
372,74,67,9,4811.42
373,360,44,10,992.75
374,191,84,6,3906.3
375,340,64,4,3755.66
376,443,49,7,600.95
377,321,14,1,215.36
378,4,74,2,762.67
379,429,74,8,406.69
380,379,60,6,1823.55
381,277,92,9,371.58
382,331,6,8,3127.73
383,427,30,4,300.71
384,183,60,10,2105.47
385,80,64,6,1962.69
386,199,39,2,455.06
387,132,58,8,1786.56
388,341,50,5,3987.1
389,359,28,8,2493.24
390,445,97,3,4841.6
391,330,58,5,1470.16
392,263,61,1,826.47
393,479,77,9,4285.34
394,84,79,2,4871.74
395,175,43,5,2151.35
396,242,54,10,3811.07
397,261,95,10,4782.85
398,476,29,4,1995.43
399,117,37,7,3494.79
400,397,13,2,4232.11
401,97,66,4,3310.92
402,460,49,1,176.84
403,441,7,6,1425.28
404,187,97,1,4647.19
405,415,61,7,473.36
406,205,25,1,3131.65
407,177,11,9,3202.66
408,447,1,9,1964.33
409,162,60,5,4884.28
410,137,12,1,2081.03
411,471,45,9,295.85
412,157,36,8,579.44
413,405,54,5,1178.98
414,461,11,9,3365.62
415,484,68,2,1244.53
416,199,100,6,4253.38
417,337,54,1,2467.68
418,305,45,4,247.33
419,48,60,10,1696.09
420,245,35,7,4552.77
421,292,79,2,4765.48
422,327,15,5,2504.59
423,491,60,5,4880.59
424,265,22,2,166.53
425,231,94,8,944.56
426,261,15,10,2827.17
427,447,54,7,4802.62
428,12,57,6,2617.1
429,288,52,4,1794.46
430,331,98,8,954.8
431,72,51,1,1842.77
432,190,84,5,4183.81
433,414,53,8,3715.32
434,140,73,6,206.75
435,84,73,1,2030.81
436,320,77,7,916.32
437,213,10,9,4957.05
438,166,22,3,698.6
439,406,70,10,3892.66
440,465,55,7,4901.82
441,211,77,5,3062.34
442,289,21,8,4615.24
443,101,43,10,405.41
444,215,65,3,3140.83
445,71,78,7,4859.62
446,69,17,8,2419.66
447,380,35,2,468.51
448,290,14,1,586.31
449,477,22,4,272.74
450,282,15,7,3000.0
451,317,42,9,2612.16
452,240,71,2,4979.95
453,493,28,3,3887.52
454,42,11,2,4331.46
455,139,73,2,2731.61
456,140,31,5,4546.16
457,446,5,7,1766.63
458,69,69,5,1777.0
459,4,25,10,2004.1
460,15,91,1,2687.6
461,285,42,5,1905.66
462,274,51,4,3000.63
463,339,33,7,612.85
464,421,60,3,96.91
465,79,52,10,4665.9
466,428,99,4,692.88
467,488,52,1,4372.76
468,66,41,1,251.52
469,39,22,7,3054.99
470,80,98,5,761.07
471,363,61,7,341.34
472,497,54,3,1919.76
473,69,43,6,2946.97
474,289,82,4,4861.24
475,346,67,5,2449.94
476,465,39,4,1102.49
477,225,97,7,1373.42
478,78,93,6,2210.64
479,223,9,5,3901.84
480,450,6,2,4437.06
481,86,24,1,1821.99
482,494,8,6,3388.32
483,390,21,5,3193.37
484,387,65,6,705.06
485,371,74,8,1781.82
486,407,48,2,2604.21
487,391,75,2,1447.64
488,383,35,2,3649.59
489,271,94,3,2810.07
490,279,61,4,1140.2
491,354,55,9,4743.98
492,164,38,3,1451.21
493,125,86,6,4714.67
494,66,7,1,138.54
495,327,8,8,1060.49
496,104,72,9,4071.87
497,171,58,6,4601.64
498,386,61,9,1698.02
499,33,100,5,3516.3
500,327,25,6,4458.74
501,32,32,7,4044.63
502,403,99,6,3692.96
503,405,71,6,3589.64
504,487,11,9,1869.74
505,97,43,9,1237.1
506,218,11,8,3470.66
507,26,76,7,3328.01
508,491,20,4,934.41
509,390,29,2,2882.82
510,167,17,5,382.02
511,80,81,8,3500.45
512,133,20,4,3663.85
513,27,62,1,767.35
514,290,31,5,188.76
515,327,14,5,4458.4
516,241,79,5,4434.34
517,320,17,7,4989.69
518,390,48,8,3219.09
519,157,15,3,2599.76
520,107,90,9,3074.36
521,479,33,10,1083.63
522,398,40,10,4876.83
523,143,33,3,1229.02
524,454,43,10,2377.66
525,307,41,6,1166.54
526,426,57,6,2325.2
527,186,54,2,4481.49
528,456,71,10,3710.84
529,273,62,7,2202.34
530,441,61,9,2800.52
531,290,76,1,4418.46
532,203,63,10,2705.42
533,309,76,4,1040.87
534,88,3,5,1701.55
535,129,86,8,2152.85
536,40,54,1,677.56
537,244,90,2,4409.77
538,375,44,6,4763.83
539,24,95,10,946.73
540,465,67,2,4819.54
541,408,98,9,3022.97
542,222,49,2,335.83
543,185,97,8,805.76
544,277,55,9,3459.36
545,85,49,2,3435.86
546,283,83,5,2561.54
547,159,17,2,1470.22
548,277,30,8,4046.25
549,262,58,6,3295.11
550,371,51,9,1038.66
551,431,45,6,591.11
552,200,3,7,3456.38
553,366,97,3,937.27
554,122,88,4,3144.01
555,282,86,8,2135.38
556,157,23,8,748.41
557,130,46,1,160.11
558,7,82,6,2448.51
559,369,49,10,1035.12
560,173,49,10,1127.77
561,62,13,9,4168.87
562,439,81,9,241.7
563,204,71,4,2602.83
564,188,92,2,4595.85
565,185,23,9,3886.52
566,341,71,4,3747.25
567,131,85,4,4963.1
568,59,3,2,696.66
569,45,92,7,3402.2
570,364,82,7,185.71
571,461,29,6,2724.8
572,221,71,9,489.27
573,39,34,6,2728.76
574,235,88,6,1187.65
575,452,4,2,3478.43
576,8,74,9,1590.35
577,96,32,1,4815.62
578,387,23,5,4581.06
579,111,34,2,2924.18
580,496,26,5,2755.22
581,234,79,1,2228.36
582,469,25,1,4159.32
583,446,41,3,3452.81
584,14,53,8,2134.97
585,500,24,2,3034.75
586,165,24,10,4469.92
587,92,66,1,3736.51
588,221,19,8,4331.75
589,435,41,8,4705.3
590,408,66,2,2441.27
591,373,65,5,73.71
592,123,34,3,3953.43
593,296,98,1,1780.46
594,469,94,1,1063.09
595,254,17,3,2000.83
596,151,56,9,2835.33
597,216,100,5,1839.87
598,312,54,10,3367.21
599,274,72,8,3926.95
600,308,32,2,1545.38
601,317,73,2,3520.97
602,48,55,9,4943.24
603,52,45,6,1207.35
604,262,22,1,3007.84
605,352,33,5,4535.63
606,65,32,8,3970.77
607,96,79,2,3029.68
608,230,43,9,4195.81
609,72,12,4,3634.65
610,54,35,2,3588.19
611,112,76,7,4514.41
612,456,44,2,1029.57
613,410,62,8,3864.46
614,441,15,4,1270.12
615,326,71,4,4651.53
616,93,97,7,3474.66
617,474,7,6,4183.09
618,340,94,8,907.67
619,267,19,10,1910.69
620,475,78,7,753.72
621,25,60,1,1185.95
622,295,58,7,1132.82
623,385,93,10,1932.6
624,128,26,7,4057.01
625,432,24,7,125.96
626,461,53,2,4564.99
627,399,79,4,1881.05
628,495,72,2,2204.77
629,200,15,3,4875.36
630,170,25,1,1257.33
631,253,23,10,226.56
632,138,85,7,3739.2
633,258,97,1,2456.75
634,264,43,5,3485.72
635,434,81,8,1454.89
636,410,5,7,169.1
637,144,95,8,4751.19
638,60,37,2,3072.55
639,202,5,9,4652.38
640,246,45,9,4288.29
641,27,100,7,2006.09
642,229,13,2,3134.05
643,310,40,4,2927.06
644,211,30,3,879.17
645,59,62,4,3275.92
646,315,35,4,1568.79
647,468,57,9,4966.25
648,231,84,8,2162.74
649,9,87,8,4876.36
650,359,40,10,2190.15
651,400,71,1,1084.05
652,210,57,2,4211.69
653,449,95,2,499.05
654,234,66,7,3103.58
655,413,23,4,116.64
656,192,8,10,2827.9
657,382,63,9,4574.14
658,332,17,6,2962.71
659,182,53,3,206.84
660,267,64,8,288.97
661,143,70,6,2510.29
662,39,66,4,2608.83
663,123,66,7,1486.87
664,119,27,1,2312.0
665,4,44,1,4279.76
666,264,29,5,1876.93
667,24,53,6,842.37
668,496,31,5,2027.96
669,464,95,7,3565.48
670,413,76,3,921.16
671,418,38,7,3173.4
672,116,77,5,262.86
673,471,47,2,3191.7
674,346,24,4,427.07
675,445,68,8,3075.85
676,243,8,4,1961.09
677,260,2,10,572.24
678,116,4,5,3469.87
679,323,82,2,3464.72
680,267,46,9,652.68
681,122,9,2,4658.79
682,148,50,2,1084.12
683,372,38,8,1146.76
684,327,53,4,685.99
685,74,36,9,3718.34
686,108,90,10,2519.28
687,284,77,1,2388.23
688,414,82,10,2865.23
689,491,76,9,738.58
690,381,56,2,4907.69
691,143,71,7,1572.62
692,4,82,6,2753.21
693,94,1,10,4168.08
694,234,65,10,4337.73
695,477,50,3,555.49
696,63,33,1,1901.54
697,1,38,9,836.76
698,437,61,4,3382.14
699,45,81,1,1676.69
700,201,95,10,4798.11
701,256,100,5,1949.27
702,316,53,6,1498.75
703,234,29,7,1214.33
704,331,15,1,3487.0
705,263,35,4,3067.71
706,120,12,5,3853.26
707,250,19,2,2963.0
708,340,63,5,452.75
709,452,14,4,1513.49
710,259,34,5,3128.22
711,433,48,4,850.5
712,177,51,10,3666.87
713,242,27,10,377.95
714,124,52,8,4176.04
715,350,43,2,3901.28
716,37,98,1,388.36
717,411,70,9,2225.61
718,259,17,6,2614.69
719,394,31,9,2209.88
720,103,53,2,3508.07
721,191,53,4,1127.01
722,497,33,6,3513.33
723,123,10,7,4476.5
724,411,87,3,4546.24
725,354,8,7,2317.61
726,110,93,8,3410.32
727,7,85,3,2559.42
728,153,28,1,4416.8
729,321,71,6,1362.6
730,213,65,10,4805.02
731,236,93,10,2029.07
732,214,10,2,2911.07
733,120,4,2,4924.04
734,239,36,9,963.29
735,279,45,5,702.94
736,342,29,10,3052.28
737,32,57,1,3676.7
738,121,91,6,4852.36
739,459,93,7,1159.66
740,1,24,9,2227.81
741,379,69,2,4387.89
742,500,71,1,3839.1
743,238,80,6,822.82
744,444,2,5,4064.75
745,304,1,7,2464.98
746,419,60,1,1996.66
747,339,1,4,3287.83
748,334,79,2,1031.14
749,299,96,1,834.31
750,141,66,4,1330.71
751,368,12,1,1970.03
752,414,58,5,3614.49
753,432,12,6,4688.19
754,360,40,10,2136.02
755,255,38,8,2910.97
756,274,47,8,3863.41
757,80,67,5,336.33
758,109,6,8,454.79
759,402,48,5,3992.46
760,348,88,2,3536.55
761,297,38,10,4764.37
762,462,71,5,4813.48
763,224,33,5,3012.96
764,264,86,3,2838.28
765,343,91,8,4986.71
766,376,37,2,1073.3
767,409,1,4,3601.37
768,186,81,5,1985.54
769,215,55,2,2713.35
770,500,37,8,3899.92
771,284,34,5,4644.04
772,199,42,2,1648.03
773,277,84,10,2628.62
774,133,71,5,4199.79
775,323,22,3,378.61
776,32,48,9,337.03
777,348,89,4,418.34
778,388,36,1,4914.36
779,233,28,4,1429.32
780,23,32,4,3379.2
781,321,64,1,2221.44
782,129,25,2,288.56
783,312,69,3,2162.5
784,451,7,5,3442.27
785,3,7,10,2085.0
786,499,33,5,1650.13
787,348,33,2,1034.59
788,234,85,1,1527.42
789,30,2,6,4959.96
790,21,24,4,330.35
791,380,45,9,789.46
792,228,73,6,4706.96
793,25,88,3,1398.15
794,446,7,8,2127.13
795,114,90,5,2573.09
796,443,13,4,3515.67
797,353,71,5,4997.07
798,78,40,6,2023.35
799,314,50,3,2105.6
800,256,20,1,493.32
801,12,4,10,4901.73
802,476,5,6,2407.82
803,403,53,7,3058.92
804,202,69,9,3435.77
805,157,36,10,3519.38
806,257,97,9,2361.62
807,189,32,5,2430.56
808,385,87,4,4720.73
809,465,81,10,4662.87
810,381,41,4,663.08
811,51,59,9,1451.04
812,115,100,6,1628.72
813,292,20,2,4901.68
814,1,97,4,4655.09
815,186,90,6,399.36
816,27,2,7,4117.94
817,405,85,1,3842.27
818,344,81,2,3960.63
819,123,11,4,1486.23
820,107,3,3,1822.38
821,384,6,9,1229.63
822,223,32,6,429.94
823,102,40,6,3539.79
824,343,49,7,3564.01
825,157,98,5,2960.27
826,484,93,6,658.54
827,309,3,9,1975.55
828,480,92,2,1805.23
829,232,65,3,2985.17
830,17,51,1,3566.58
831,140,72,9,786.55
832,231,89,7,3301.01
833,335,83,6,4299.19
834,99,10,1,3732.02
835,343,46,10,4287.19
836,170,21,4,991.43
837,219,52,6,2075.58
838,431,25,10,77.72
839,408,58,3,3520.4
840,326,66,9,896.86
841,61,66,2,270.62
842,99,95,2,3862.4
843,431,62,2,3541.72
844,111,93,4,2415.51
845,342,23,9,778.63
846,130,25,5,1617.73
847,85,26,2,721.24
848,439,72,3,314.06
849,229,47,6,1429.45
850,150,1,6,165.6
851,87,50,5,1350.16
852,126,53,8,3573.31
853,426,82,8,2735.49
854,428,40,2,4023.2
855,462,65,5,1872.83
856,466,15,8,2119.24
857,4,86,5,789.69
858,237,92,8,2287.19
859,225,41,4,3131.6
860,112,17,6,1894.99
861,156,20,8,3964.9
862,241,53,10,898.7
863,29,100,5,3859.41
864,131,14,7,1042.22
865,57,37,10,4298.99
866,7,69,6,1304.65
867,390,32,10,708.77
868,457,16,4,2353.95
869,250,65,8,1355.13
870,417,93,5,4569.27
871,359,74,4,3743.07
872,438,60,7,4722.16
873,16,70,8,4448.38
874,165,63,7,2748.29
875,362,34,7,2748.39
876,386,89,8,3380.34
877,288,11,4,685.66
878,411,75,1,1716.0
879,163,44,3,258.67
880,39,45,8,200.03
881,276,99,3,4418.83
882,170,54,7,742.64
883,5,43,2,4746.27
884,108,55,3,209.39
885,342,46,2,698.07
886,240,29,5,4827.35
887,482,50,2,1507.12
888,419,65,3,2563.22
889,71,1,6,2926.48
890,160,14,2,851.67
891,170,19,6,3127.55
892,465,55,7,612.69
893,326,10,10,459.11
894,252,46,3,3035.63
895,256,92,7,1971.71
896,456,80,7,1623.1
897,440,94,1,2277.09
898,400,72,6,2947.5
899,381,94,3,3639.01
900,217,2,8,665.7
901,98,47,7,3233.6
902,107,66,1,2480.59
903,136,66,8,4479.82
904,74,63,5,3317.04
905,381,40,9,4423.85
906,157,83,9,2004.31
907,464,71,9,2714.38
908,230,67,2,1700.93
909,307,82,9,2411.96
910,238,96,10,1560.86
911,465,20,2,2423.9
912,248,65,4,3843.66
913,84,82,9,3215.26
914,496,9,4,90.33
915,189,60,7,4071.36
916,358,16,2,1390.68
917,119,76,4,2774.9
918,235,23,5,669.58
919,207,21,10,4799.75
920,142,25,7,2953.2
921,75,25,4,873.15
922,130,93,10,4796.18
923,399,5,4,4616.99
924,263,12,5,969.08
925,402,84,3,3607.89
926,425,48,1,1948.36
927,56,97,7,4252.66
928,155,13,2,2836.66
929,185,79,9,2451.65
930,442,10,2,2006.14
931,262,57,4,2606.6
932,106,89,9,4892.17
933,304,74,7,4542.32
934,57,86,1,2557.46
935,158,86,7,1952.44
936,358,31,2,4094.54
937,139,85,4,3838.77
938,153,3,10,1099.59
939,8,48,9,4368.52
940,426,73,8,221.02
941,2,90,5,520.52
942,447,8,1,907.33
943,418,9,10,478.85
944,162,45,2,3409.37
945,218,3,6,1505.56
946,50,88,3,943.96
947,453,49,9,1490.08
948,66,63,10,2624.99
949,75,96,6,2401.0
950,343,45,5,1517.91
951,103,54,9,4269.92
952,442,43,3,4431.96
953,370,36,10,2946.51
954,424,93,10,3691.98
955,266,42,1,429.59
956,52,43,4,4559.54
957,156,31,5,3574.16
958,418,52,2,621.42
959,309,14,7,503.83
960,338,82,8,1311.61
961,326,92,1,3619.05
962,428,1,9,3594.04
963,154,40,7,1460.89
964,327,41,4,339.12
965,101,50,2,3512.61
966,392,76,5,176.14
967,371,85,1,3212.69
968,94,29,1,2157.18
969,356,72,4,4203.77
970,24,49,3,4181.46
971,285,57,1,2754.22
972,309,17,1,4310.2
973,184,36,3,976.75
974,333,66,10,3775.96
975,410,22,7,4652.46
976,317,3,6,1867.04
977,381,90,9,3505.76
978,436,29,4,1438.76
979,307,31,7,2053.29
980,192,29,8,304.2
981,499,1,4,3860.17
982,160,31,3,4928.54
983,60,80,5,4341.55
984,338,99,7,3596.39
985,373,55,2,1245.4
986,23,43,5,1225.5
987,86,5,6,2174.93
988,397,58,7,632.43
989,241,36,7,724.25
990,448,20,1,2868.68
991,388,18,6,4487.95
992,229,31,4,2921.71
993,321,5,7,578.32
994,12,11,4,2654.68
995,332,61,2,3528.11
996,404,42,7,781.47
997,169,17,9,1965.92
998,265,23,3,3922.96
999,264,73,7,421.7
1000,284,38,4,4809.94
1001,480,86,3,761.53
1002,228,37,6,3498.25
1003,376,84,3,1218.61
1004,495,69,6,4824.63
1005,209,64,8,3430.93
1006,237,92,6,3510.68
1007,128,60,2,4478.03
1008,272,19,3,4088.38
1009,349,32,2,2501.32
1010,152,17,7,4542.15
1011,378,9,2,2225.97
1012,192,52,10,4563.93
1013,382,22,7,4532.07
1014,28,25,4,4885.45
1015,393,23,7,4757.95
1016,465,26,3,2339.94
1017,254,94,10,1551.89
1018,122,9,3,4455.3
1019,235,90,3,3219.76
1020,79,52,1,855.85
1021,281,27,5,1355.75
1022,485,55,6,1780.64
1023,247,74,8,3825.31
1024,451,68,9,1006.27
1025,244,92,7,2259.84
1026,6,90,9,1000.06
1027,80,39,2,608.42
1028,394,46,5,128.79
1029,64,80,3,4543.81
1030,366,58,4,4175.37
1031,441,19,6,2404.06
1032,382,73,2,1319.57
1033,403,31,6,3463.97
1034,123,99,5,1974.98
1035,494,75,4,3102.21
1036,108,94,7,1283.56
1037,346,53,4,1004.82
1038,347,68,1,2161.01
1039,165,97,10,2656.19
1040,267,75,1,4995.22
1041,277,89,5,2953.66
1042,492,87,4,3439.29
1043,172,70,2,2783.56
1044,21,13,6,2033.39
1045,217,11,4,4893.69
1046,282,45,8,1259.04
1047,48,36,1,767.69
1048,368,9,9,3166.17
1049,398,25,2,1069.03
1050,204,94,2,1444.1
1051,137,88,5,2284.05
1052,199,47,3,2316.97
1053,261,79,8,2917.59
1054,490,68,10,619.25
1055,337,28,1,1981.24
1056,254,36,4,3090.77
1057,143,85,7,685.36
1058,19,39,8,2841.05
1059,225,51,2,2417.54
1060,398,46,5,1168.04
1061,143,1,8,690.89
1062,251,65,7,727.37
1063,241,65,1,4000.43
1064,358,68,4,2898.97
1065,344,24,6,3252.92
1066,327,88,1,658.89
1067,365,76,7,2830.87
1068,73,17,9,4825.52
1069,25,85,3,2971.93
1070,360,73,3,4083.17
1071,288,3,2,3818.05
1072,25,48,7,4743.77
1073,498,33,6,371.07
1074,113,82,2,834.4
1075,60,54,6,4437.59
1076,114,88,1,2914.58
1077,114,16,1,3416.05
1078,313,63,1,4730.34
1079,480,57,7,1773.06
1080,145,95,9,3082.79
1081,488,69,9,230.69
1082,374,26,9,1266.53
1083,88,37,9,3726.52
